要保人ID,高資產機率
C001176,0.303216144
C001522,0.256414993
C001387,0.200946221
C007531,0.463896068
C005289,0.280650981
C003603,0.246777812
C003772,0.275928296
C011839,0.171940279
C010585,0.160453561
C011282,0.20220915
C011847,0.17406095
C003204,0.212649076
C000076,0.358501168
C006169,0.108940502
C008541,0.206109398
C009759,0.185772192
C003370,0.169724677
C010458,0.140937389
C009207,0.274159321
C010786,0.257120317
C004294,0.362360425
C008735,0.315714716
C011817,0.493646617
C004252,0.390953037
C007228,0.265003908
C011276,0.204535727
C004065,0.484634744
C001322,0.360072396
C004675,0.29147237
C011263,0.223704646
C008292,0.400892873
C003462,0.208586929
C010916,0.475726759
C009176,0.275668408
C011824,0.241097156
C011528,0.776310369
C010466,0.575630162
C009583,0.178360871
C003252,0.212415873
C001877,0.232059335
C011284,0.282646615
C011144,0.195847503
C001654,0.240355145
C007194,0.380425654
C005456,0.363725665
C003722,0.345972011
C000332,0.247235303
C001904,0.198870806
C011285,0.220807965
C006807,0.310118121
C000997,0.229088846
C009537,0.23121982
C006704,0.195675506
C006824,0.150788558
C010537,0.668585145
C010672,0.479190923
C010803,0.144396625
C002135,0.368342117
C008006,0.273802016
C010014,0.449605245
C003449,0.189195691
C009107,0.257314331
C008704,0.362029212
C001250,0.244287038
C005070,0.290499747
C011033,0.143865918
C003389,0.181257123
C005842,0.168023963
C009534,0.332733494
C005689,0.258492263
C011391,0.314592997
C008416,0.245472814
C000053,0.254161387
C010111,0.173219546
C011913,0.258926613
C009724,0.266623079
C004659,0.204234385
C011623,0.218421779
C000351,0.51045048
C008768,0.170882371
C000161,0.243683649
C001484,0.725697043
C007726,0.217310808
C005061,0.168441429
C002169,0.033584029
C008029,0.280648178
C000376,0.279556781
C011416,0.196084199
C001198,0.504276456
C009024,0.036912135
C005100,0.181421863
C009112,0.496780766
C011444,0.189360695
C010762,0.306396002
C010037,0.179311679
C007191,0.613543587
C011173,0.455396766
C004842,0.334955413
C004843,0.220394245
C004459,0.202554883
C008902,0.060875197
C005970,0.193941797
C000242,0.228996097
C007961,0.592185569
C004248,0.345987466
C001999,0.148469237
C009064,0.165132166
C006908,0.176312346
C000959,0.187589673
C005707,0.114976614
C002944,0.176998386
C009413,0.138356104
C011280,0.170607283
C003616,0.175711425
C006135,0.184822684
C012205,0.314980154
C006345,0.169904133
C006598,0.199507441
C008922,0.251942612
C002481,0.218078202
C006197,0.191927217
C001789,0.128844645
C005674,0.174961222
C008856,0.282444146
C005541,0.194977303
C010838,0.293769258
C000845,0.204478744
C005237,0.896668073
C006086,0.099936034
C003280,0.330993423
C002777,0.168948015
C001941,0.168753577
C003803,0.215166747
C007235,0.134562644
C009630,0.149784882
C012019,0.163193727
C004593,0.123600604
C011234,0.244939772
C002656,0.114016926
C000720,0.178751228
C001883,0.143594958
C007074,0.129480314
C011566,0.180972534
C004471,0.237570044
C002571,0.105058231
C004391,0.172501787
C006524,0.17878015
C003924,0.082926818
C007908,0.129367434
C002717,0.253632613
C007393,0.106312767
C005904,0.106976122
C006511,0.129949993
C007793,0.081359671
C011193,0.081356964
C001625,0.105244881
C010720,0.125897327
C005116,0.209674381
C000717,0.091124374
C006163,0.211375065
C003588,0.193724052
C011168,0.165003057
C000062,0.085957742
C010290,0.204501639
C007234,0.228114333
C007758,0.068583144
C011453,0.140994392
C000150,0.259483483
C004670,0.262389273
C004884,0.145449122
C004902,0.148286583
C006340,0.44313687
C003411,0.432435571
C003878,0.421818207
C006958,0.400895267
C002773,0.437087527
C008446,0.446339528
C007048,0.50218294
C011174,0.53308716
C000468,0.41770412
C010202,0.385474143
C012084,0.41754519
C011967,0.58481634
C007973,0.432137082
C006105,0.377916416
C005337,0.436969854
C009906,0.629306102
C003624,0.441167686
C011850,0.076436079
C001390,0.658748888
C005526,0.489875752
C001836,0.486919367
C003393,0.352433462
C010130,0.345555035
C009041,0.403800644
C005342,0.36881741
C011070,0.366644378
C006184,0.44155852
C004917,0.491070928
C009260,0.391880002
C011148,0.376934112
C010370,0.393758842
C005548,0.40107147
C003623,0.488904679
C009074,0.381542433
C007447,0.450836736
C006702,0.372391769
C001014,0.508709476
C006994,0.55899176
C006842,0.384186928
C009645,0.346123356
C005669,0.401110415
C003384,0.54676778
C005275,0.365380168
C003019,0.280958359
C004140,0.55089826
C010574,0.316956988
C010993,0.44375035
C003762,0.28303957
C002455,0.454299248
C008105,0.231735804
C007275,0.635694453
C003312,0.506766279
C010010,0.353754134
C011741,0.314711737
C010082,0.31630255
C001553,0.526735072
C010616,0.311114084
C007037,0.442898205
C006610,0.319773238
C007530,0.501400177
C002107,0.989917717
C009496,0.321492751
C001238,0.461443007
C008563,0.234348775
C008631,0.290789757
C011612,0.964413667
C003745,0.428932569
C004069,0.361826597
C002051,0.282395407
C005227,0.266224656
C004922,0.465355699
C008227,0.395913601
C008496,0.409286667
C007386,0.457546798
C004083,0.829094975
C004749,0.567035511
C000483,0.326262816
C009717,0.286180928
C000678,0.329790115
C005129,0.524922781
C006921,0.319291239
C001003,0.351116236
C003929,0.474408165
C007642,0.654767956
C005181,0.323799862
C006453,0.456296761
C004453,0.384056976
C010385,0.183436518
C000450,0.313613038
C009053,0.402041506
C003885,0.306932805
C011389,0.378655403
C008585,0.32590704
C009632,0.253059507
C001169,0.238157303
C008908,0.327279408
C010684,0.434358225
C002416,0.284328473
C002420,0.260765219
C011672,0.232470194
C002129,0.692949979
C002907,0.372071911
C009186,0.238851948
C011668,0.300432046
C005931,0.409881785
C005868,0.082563234
C001269,0.356700094
C010129,0.26684424
C005389,0.367960842
C000767,0.486297717
C004516,0.605421913
C011456,0.276163724
C002966,0.24944643
C005918,0.301431389
C006277,0.557723608
C001015,0.323719738
C001782,0.420040869
C011716,0.390666525
C004831,0.374744969
C004052,0.425434466
C004119,0.337462929
C004510,0.407894322
C010403,0.702730643
C003328,0.388875049
C004689,0.301506621
C009279,0.366300451
C010969,0.259267696
C003786,0.233154593
C006333,0.361356542
C011454,0.421484798
C001902,0.294362651
C002893,0.261021872
C002181,0.33253598
C011594,0.319474215
C010938,0.25884753
C011771,0.705216247
C003428,0.393143173
C000850,0.541146824
C010484,0.401807661
C007608,0.329783596
C000475,0.394296564
C010076,0.251152829
C009005,0.277762051
C009220,0.764600401
C011831,0.400692802
C011281,0.280127378
C000368,0.245103866
C008147,0.239981304
C010628,0.296881747
C000973,0.240762098
C002527,0.362654921
C012017,0.283751874
C001966,0.268299274
C004338,0.224196739
C010061,0.378732561
C003881,0.342374592
C010208,0.683718218
C008861,0.259696182
C007369,0.225584281
C002397,0.47160102
C004557,0.254114188
C010298,0.209094004
C010798,0.168161697
C005945,0.239556188
C010983,0.245791878
C005380,0.280867562
C006850,0.287906301
C010975,0.563343807
C011371,0.266006094
C003849,0.223757082
C005333,0.94578264
C001741,0.233133068
C011116,0.305928327
C005302,0.319988135
C005430,0.170608933
C007396,0.578064935
C006445,0.476209792
C007224,0.22902419
C004034,0.191014355
C010442,0.555480965
C009206,0.268326369
C006015,0.225431033
C003819,0.28387966
C008617,0.258634703
C007975,0.235519282
C009330,0.204507865
C005947,0.365853243
C002025,0.324637526
C007260,0.440215003
C011279,0.191989262
C007119,0.158057118
C010925,0.329576951
C005041,0.206049834
C010712,0.18259526
C003857,0.245671927
C001411,0.249056765
C003983,0.192842206
C010632,0.28019069
C004030,0.206891368
C011992,0.520092217
C004059,0.421887227
C009381,0.117231119
C005301,0.268690072
C001476,0.180820051
C011773,0.191804824
C009415,0.218632181
C008267,0.304945384
C004524,0.202479357
C012231,0.286894957
C000012,0.317054757
C011080,0.243935383
C010020,0.345201917
C009627,0.231988499
C001596,0.181345963
C007978,0.146129417
C001524,0.457410576
C004574,0.179651029
C009662,0.137397713
C005747,0.166888716
C005170,0.168608054
C007347,0.23481314
C004639,0.29894266
C008173,0.097268675
C010707,0.649806557
C007502,0.216721046
C006097,0.148808923
C012143,0.138163917
C007469,0.262372552
C002213,0.182248471
C003870,0.187846915
C002848,0.279803258
C006889,0.242957977
C003122,0.334326429
C004225,0.187957584
C001318,0.153888812
C011435,0.16005186
C009968,0.173639422
C000374,0.196886148
C003939,0.17771345
C006394,0.234115205
C002189,0.213524531
C000312,0.165477436
C005479,0.220041717
C007740,0.304400271
C010952,0.15539175
C010112,0.180731784
C011961,0.431938746
C007546,0.139288015
C007017,0.16732578
C012268,0.162767107
C011016,0.205340057
C006190,0.103358574
C012144,0.258435968
C010468,0.186877455
C012240,0.17040933
C011806,0.156484396
C002021,0.15142084
C000199,0.118986802
C009878,0.16583407
C003402,0.094365701
C002270,0.16758616
C010602,0.262866737
C004013,0.129334803
C008222,0.070225089
C011754,0.117171343
C004581,0.36450564
C011217,0.209549042
C012031,0.256153723
C000998,0.345903309
C002537,0.157556652
C011911,0.339792064
C010136,0.37235811
C010991,0.135677626
C000694,0.287807476
C000425,0.379936875
C009213,0.2140269
C009304,0.280133909
C011536,0.321502623
C008345,0.024411449
C005007,0.136566319
C009067,0.465324276
C010339,0.376611951
C003187,0.401389473
C009751,0.341976923
C000569,0.632666037
C002620,0.564324755
C006655,0.32164496
C003056,0.465333825
C009947,0.409180991
C004497,0.359415084
C011883,0.387765839
C000122,0.804511721
C012078,0.311915619
C008843,0.347635608
C006642,0.448393296
C000086,0.47435196
C009049,0.734352342
C006039,0.22992055
C001013,0.365184683
C011956,0.307786641
C008783,0.499644918
C007121,0.393771905
C003481,0.49916774
C006751,0.366023214
C001613,0.343110268
C001117,0.281008741
C005011,0.361630717
C009723,0.378098745
C009896,0.263285296
C002663,0.279720869
C000521,0.445831775
C003821,0.333029354
C011767,0.40502937
C003472,0.433441671
C001088,0.036034546
C002895,0.405977806
C012001,0.311878136
C000303,0.421084458
C002551,0.261401512
C002574,0.418101614
C004085,0.202512995
C011739,0.553746819
C010830,0.303787718
C010039,0.297673098
C003852,0.44202913
C009480,0.39486629
C011117,0.295573374
C008911,0.272489096
C008573,0.428881206
C001982,0.327223321
C002436,0.425444703
C000275,0.225124524
C002706,0.61881942
C004244,0.199801048
C011079,0.299915514
C006121,0.279612404
C007210,0.262040551
C007720,0.553555192
C006416,0.329396889
C010087,0.228330077
C005802,0.044601049
C000111,0.048072066
C010351,0.274569625
C011490,0.2958688
C011310,0.265914013
C000572,0.421368619
C001146,0.239721306
C001487,0.38099785
C011045,0.270979033
C006584,0.396001708
C004812,0.912213843
C002834,0.42906979
C011277,0.80685414
C011348,0.486563862
C012125,0.322057434
C007177,0.410400954
C007810,0.290439409
C002264,0.397745666
C010322,0.381079758
C003822,0.327194132
C010391,0.205121632
C006437,0.770575848
C004268,0.265360575
C009044,0.262364411
C006050,0.580156017
C003627,0.258207509
C006588,0.230705324
C006232,0.347492982
C004518,0.358373247
C003336,0.288075867
C006748,0.194134767
C006836,0.307702803
C004923,0.343197449
C006904,0.368584131
C003339,0.222096693
C003542,0.20767837
C008400,0.392577454
C004290,0.407761448
C003038,0.960484858
C008472,0.574081988
C002523,0.38474851
C012237,0.46319996
C007342,0.197171187
C010269,0.286776984
C010613,0.295819545
C008484,0.560925676
C000141,0.211359474
C009940,0.231868873
C011904,0.28256689
C011090,0.177797867
C011099,0.179711698
C005883,0.533239214
C009361,0.449163636
C000380,0.264660131
C003985,0.361283504
C005048,0.373043004
C011011,0.498608185
C003113,0.165735197
C010971,0.330557334
C003249,0.235811265
C011639,0.253327335
C005350,0.255838027
C001965,0.227816156
C010554,0.213640557
C008775,0.388852771
C009289,0.167117827
C005712,0.290527195
C004835,0.264235386
C010792,0.061656146
C007725,0.252830266
C008373,0.373591766
C004624,0.36420931
C011959,0.32858923
C010310,0.269724259
C001874,0.293046701
C001958,0.217250902
C009533,0.338761486
C008393,0.369493328
C007855,0.200859863
C010543,0.19713313
C002935,0.18379162
C011807,0.26881933
C000321,0.665873756
C010152,0.145698098
C007175,0.252453601
C007381,0.278212464
C004585,0.323129144
C004589,0.560687738
C009093,0.309570997
C003965,0.281587645
C010546,0.64266854
C009456,0.268550658
C010267,0.898299854
C006421,0.162931231
C007329,0.390970632
C003853,0.233733372
C004482,0.163947021
C011702,0.458619832
C011545,0.309169782
C002548,0.241294754
C006319,0.277877881
C011995,0.257309546
C004272,0.225734617
C009539,0.157800116
C003479,0.255903368
C011659,0.43098534
C011349,0.260044886
C000511,0.218566919
C008678,0.658957728
C007442,0.213448571
C007337,0.368560949
C003219,0.180404716
C000282,0.204103981
C000702,0.261807674
C003868,0.279363186
C010998,0.165307697
C005341,0.381143894
C008719,0.353496724
C003085,0.313151969
C010397,0.273342415
C002921,0.299976698
C004428,0.170898084
C002306,0.351054461
C002774,0.157323309
C012308,0.343256229
C007230,0.870133547
C003120,0.329176414
C006145,0.288045061
C008209,0.154000051
C012033,0.445308285
C000606,0.219331624
C000431,0.167640046
C006146,0.227255493
C005573,0.319578903
C002702,0.303630671
C000367,0.045038111
C006774,0.446542745
C000883,0.149706653
C007377,0.138825828
C009469,0.413460113
C002254,0.422940518
C000927,0.208377654
C011897,0.320732612
C000029,0.202810196
C006545,0.399650189
C001087,0.175631124
C004100,0.235340162
C000190,0.173740534
C006567,0.250881358
C007972,0.321051158
C011943,0.231115609
C011707,0.225163196
C002873,0.326357177
C001234,0.152913469
C001133,0.220199298
C003529,0.20177642
C003446,0.337853925
C004451,0.202138174
C002435,0.216459271
C008801,0.596940916
C009836,0.240138259
C006533,0.637229243
C006931,0.163008102
C000055,0.195846419
C005159,0.254937882
C011667,0.19407084
C001660,0.292148148
C004797,0.183816015
C005708,0.169409332
C002836,0.419434892
C002677,0.239912267
C006757,0.183207772
C004672,0.168777836
C007513,0.282661629
C001979,0.149609126
C002819,0.371255843
C002911,0.164963082
C007994,0.188494793
C009347,0.166138144
C011154,0.230309925
C000218,0.164844904
C000528,0.159216761
C003344,0.182279664
C011914,0.19792204
C003372,0.149788552
C009136,0.168547184
C006123,0.171112686
C007423,0.16683976
C001268,0.259454646
C006839,0.548054256
C010863,0.229653473
C004161,0.186556359
C001663,0.412353505
C006432,0.297476839
C004972,0.16676518
C011330,0.295184492
C004173,0.125995295
C011519,0.341061088
C010717,0.161957874
C009464,0.12367581
C005602,0.094492798
C002761,0.193337783
C011517,0.167680407
C001159,0.176511014
C003051,0.157647323
C012092,0.143438755
C001837,0.193503685
C009846,0.206022561
C001276,0.516975697
C009566,0.206898749
C011085,0.414157437
C005323,0.367091686
C001239,0.199996489
C004671,0.229813618
C000781,0.141281551
C008004,0.351072048
C009613,0.238838318
C006802,0.353647865
C003508,0.194522012
C010723,0.344877143
C012263,0.149153072
C002261,0.17871337
C003598,0.44407511
C012172,0.211257238
C005232,0.174228083
C008986,0.154326673
C005588,0.211957145
C009425,0.142877813
C000864,0.334615804
C011735,0.253084555
C004341,0.445478251
C004476,0.206233762
C008311,0.263374849
C004039,0.169962588
C007141,0.134495742
C005528,0.106222678
C000763,0.136929497
C007343,0.15831974
C006885,0.354421521
C005783,0.30276636
C005127,0.170691514
C007220,0.524040288
C006562,0.219389919
C010363,0.17467055
C003413,0.179420701
C004688,0.182973527
C003108,0.168493618
C003084,0.139570038
C009177,0.17786561
C007672,0.195546684
C010928,0.188698175
C011938,0.128651847
C004751,0.11907466
C008873,0.165566583
C005051,0.160022016
C007611,0.175852958
C003546,0.452869896
C007174,0.189049934
C011980,0.100540595
C009695,0.140444451
C002494,0.20056588
C004463,0.177384735
C011858,0.16360036
C003049,0.165486149
C007581,0.181867354
C002389,0.31171945
C004713,0.249780271
C000233,0.24077063
C000114,0.161009645
C000888,0.132479169
C002208,0.14069707
C002867,0.496972407
C011094,0.240741476
C011423,0.122527977
C003110,0.241487369
C001828,0.150154757
C009189,0.259771383
C001724,0.168643013
C001297,0.156019934
C009231,0.075247083
C011628,0.547039035
C003640,0.132076497
C011618,0.179913813
C000630,0.219900716
C002733,0.117604185
C002715,0.235315331
C006191,0.129350175
C011645,0.10947338
C011451,0.090905484
C001537,0.195797924
C006603,0.247652723
C003066,0.115974601
C005151,0.056941684
C011155,0.240113124
C008427,0.128479084
C006238,0.185042423
C012283,0.129327912
C003897,0.231369351
C002919,0.10193982
C002447,0.400648678
C012140,0.126725156
C011473,0.182303318
C000232,0.20400326
C005971,0.246962967
C011990,0.148880372
C001761,0.1761333
C002982,0.247747022
C010250,0.176005318
C009131,0.142779314
C010860,0.233399499
C009055,0.195147637
C008350,0.254794958
C004800,0.146169799
C008282,0.098928584
C002196,0.405651322
C000818,0.154436984
C002484,0.08624505
C007213,0.118579958
C007374,0.23383627
C004237,0.455989751
C002633,0.226675164
C008788,0.215445246
C008849,0.182347057
C006637,0.317780206
C011602,0.376842381
C000807,0.289181566
C010204,0.220096785
C007021,0.230393636
C011056,0.213603963
C004335,0.189651977
C006551,0.55577306
C009910,0.203579995
C002029,0.231532965
C002810,0.304075166
C001646,0.41691094
C005958,0.214368524
C001857,0.227214061
C012135,0.328972763
C001867,0.147668894
C008234,0.290790847
C005927,0.176211621
C004662,0.340564499
C003711,0.289809006
C007382,0.284114251
C003062,0.302703653
C004838,0.241793682
C006373,0.121809326
C002044,0.234249969
C001589,0.455879307
C002507,0.237408564
C010168,0.492470605
C011590,0.451341275
C009737,0.291919774
C002666,0.503729146
C009663,0.452346952
C011044,0.457640523
C007332,0.499632249
C010099,0.476816851
C007153,0.440058803
C006473,0.520210651
C010979,0.470247324
C010829,0.441684182
C011871,0.411617258
C003646,0.378333109
C004933,0.322445988
C000254,0.33770229
C008233,0.364537096
C011953,0.299392515
C010966,0.493240916
C004615,0.444107919
C008725,0.39052917
C005009,0.352464313
C012341,0.556642238
C001754,0.337976321
C011065,0.337855298
C006455,0.448212117
C011890,0.325056291
C000743,0.38643783
C000536,0.370453292
C005182,0.313515422
C004241,0.528217209
C008667,0.471862663
C006615,0.346750791
C001586,0.296138383
C005245,0.325372166
C002034,0.337428576
C009296,0.348359146
C012293,0.359014694
C007679,0.261869795
C010352,0.288182334
C004339,0.232182026
C003505,0.259578978
C005396,0.285728421
C003532,0.266736695
C005463,0.305636354
C004511,0.385200325
C002229,0.4323797
C001626,0.484368854
C002184,0.271113897
C001128,0.239118172
C001891,0.376528389
C002602,0.272553775
C008744,0.435484808
C004364,0.221064414
C009882,0.299254601
C007999,0.256264092
C006910,0.343964943
C011927,0.369704912
C000647,0.325520523
C006775,0.285233384
C003543,0.254440558
C009062,0.297168389
C011345,0.415632659
C007410,0.384887961
C010448,0.53641601
C008951,0.264173039
C002410,0.296786734
C010429,0.242154766
C004367,0.225362891
C009647,0.311961358
C003541,0.287298077
C009391,0.268453228
C000941,0.260814029
C002688,0.334910736
C001783,0.224705482
C000027,0.290159076
C003361,0.218632585
C000738,0.211020881
C011925,0.253406163
C010423,0.20934213
C005967,0.156716354
C006439,0.278601623
C004312,0.226758394
C008283,0.324888745
C005766,0.290609077
C010101,0.213001491
C002097,0.210953906
C007673,0.200519615
C005753,0.284952229
C004891,0.199260447
C006890,0.364290178
C002996,0.348377729
C005185,0.288683627
C003944,0.242278528
C004281,0.177520876
C005221,0.210209223
C010534,0.262890735
C006951,0.246020281
C011958,0.183946744
C011820,0.175224439
C006688,0.245941546
C010933,0.28066
C001527,0.174388042
C000443,0.205941471
C008183,0.184630276
C000083,0.175087693
C000185,0.20422455
C008745,0.137040317
C011422,0.120337007
C010197,0.124533254
C002217,0.269982207
C003620,0.396743301
C001885,0.163216367
C007419,0.247607382
C009511,0.389309431
C011736,0.326970307
C001658,0.35103453
C004125,0.319626972
C008786,0.343005392
C012153,0.329982999
C012329,0.369300399
C004378,0.475014051
C007206,0.377512279
C009000,0.436640934
C010728,0.281330466
C003053,0.370707669
C010627,0.433924711
C010443,0.338165869
C004862,0.406637984
C011205,0.450080269
C008245,0.343878473
C012173,0.332736607
C005623,0.443287771
C011264,0.340073061
C005004,0.641770426
C012041,0.293889508
C003749,0.512498223
C008207,0.28977042
C000700,0.382297579
C008914,0.29635601
C002193,0.391257272
C006654,0.310386051
C004886,0.284008809
C005846,0.279472269
C003840,0.276961568
C002678,0.223644473
C006760,0.29789116
C001256,0.384899519
C002364,0.293936777
C010219,0.276936856
C003195,0.292949513
C003037,0.310617129
C003806,0.287712366
C004533,0.518739535
C003483,0.422459986
C005432,0.273276071
C009670,0.253621974
C004521,0.26289772
C006905,0.355511157
C006042,0.197300608
C008443,1
C001566,0.180011167
C009021,0.202964121
C003701,0.263918697
C001922,0.259008121
C003610,0.259418528
C010604,0.156470155
C006981,0.241671816
C011522,0.312606062
C000243,0.328836157
C003989,0.209151655
C012167,0.217485856
C001834,0.27191946
C002610,0.215406278
C003585,0.217238019
C003530,0.2727492
C007525,0.261318064
C007421,0.236659219
C005030,0.33889887
C011901,0.339203669
C006018,0.194943434
C007897,0.236170207
C008690,0.27633024
C004024,0.28646274
C011685,0.049579786
C010083,0.224460215
C005836,0.18214469
C000517,0.419724598
C008151,0.218036861
C005809,0.239950435
C007040,0.287558355
C007992,0.140713901
C007598,0.035306719
C003229,0.146408131
C007402,0.289240841
C007570,0.225348513
C004538,0.322039229
C005204,0.358123553
C009042,0.198845928
C002828,0.163780434
C005324,0.851086743
C006521,0.267727482
C001082,0.242978714
C004687,0.217675801
C001764,0.175525134
C009152,0.257129263
C004645,0.221924506
C000345,0.261408998
C001057,0.234094177
C002730,1
C004313,0.313926551
C005735,0.243049925
C001688,0.244932449
C000820,0.228923752
C003858,0.260915161
C006441,0.176469024
C000010,0.178985487
C004502,0.654165891
C000786,0.237704428
C008932,0.185087039
C004127,0.157098181
C007946,0.563813021
C005820,0.184273715
C004737,0.332837904
C006022,0.218385957
C007792,0.365438687
C011534,0.309781538
C009586,0.287852622
C007926,0.276773493
C011608,0.156190872
C010062,0.090418059
C007776,0.149805384
C010074,0.372045357
C005378,0.284376767
C004694,0.213727237
C007184,0.142290099
C004901,0.281064932
C008839,0.204468132
C008841,0.230204153
C001980,0.143949788
C006974,0.218907482
C005894,0.118689854
C000548,0.116925634
C004298,0.122275899
C008807,0.189210305
C006926,0.174426132
C005706,0.044680534
C004613,0.206335927
C011081,0.351980805
C006693,0.207631959
C010651,0.126429504
C002708,0.176520495
C007168,0.164913289
C005959,0.043700434
C000704,0.09435678
C008593,0.064974732
C011991,0.068538272
C003206,0.422590779
C006454,0.1231488
C010450,0.057654231
C009430,0.111193108
C003982,0.239235188
C003269,0.117015829
C008510,0.132758127
C011919,0.258310659
C003845,0.430513885
C006827,0.483552166
C010181,0.772584931
C006396,0.362217603
C005922,0.576069593
C000646,0.434551372
C004311,0.481565671
C002992,0.409554553
C008956,0.430701261
C011442,0.454334726
C005568,0.423755262
C010015,0.836166231
C009740,0.402038747
C006461,0.542220208
C001125,0.385192622
C005022,0.382920132
C004695,0.469474866
C000633,0.386576749
C008395,0.439733066
C005782,0.476503559
C008430,0.621366139
C004786,0.338591026
C009443,0.440666472
C009654,0.377354908
C003320,0.36260189
C007088,0.35190375
C005162,0.383737574
C012163,0.447078831
C006518,0.359727244
C009689,0.327409921
C001193,0.486291554
C007549,0.378481899
C000166,0.048595872
C006622,0.463868414
C007120,0.363943716
C005651,0.349091675
C011700,0.383266455
C009199,0.400609828
C002050,0.344043368
C002321,0.391417413
C001890,0.369798301
C002958,0.356103151
C006225,0.319152869
C007680,0.386073369
C000579,0.483491437
C006801,0.39344186
C003562,0.378847788
C009712,0.369113903
C009745,0.413991082
C010638,0.603561354
C011328,0.243355334
C002378,0.370676704
C006134,0.349639666
C005561,0.296269563
C006318,0.29062333
C011495,0.344616359
C008628,0.279067664
C010965,0.34717591
C004643,0.245622012
C010578,0.283026289
C008212,0.313981978
C006281,0.313085295
C004079,0.250960768
C000125,0.409938287
C011411,0.21552167
C009588,0.338244066
C011215,0.233000206
C005609,0.295724788
C011426,0.341514004
C007498,0.384909312
C000194,0.394965849
C000098,0.273532616
C004983,0.259441425
C007937,0.294351568
C007482,0.268145089
C007974,0.296096201
C008828,0.278010804
C003941,0.294568301
C005399,0.266243833
C002150,0.458229698
C007736,0.366126361
C005537,0.302970522
C001445,0.270431927
C005088,0.297375669
C005384,0.304264258
C010470,0.348021129
C005909,0.468710417
C011531,0.301889059
C010538,0.298763266
C008664,0.315157279
C011895,0.292285295
C003251,0.227768413
C011434,0.291051957
C001887,0.315110882
C007594,0.409055472
C007318,0.318812709
C009141,0.566441051
C003260,0.34106676
C000719,0.218662621
C006348,0.059787263
C002288,0.370425042
C002915,0.352401836
C005613,0.065905332
C006670,0.260460373
C001394,0.320926015
C012326,0.223569625
C005329,0.353600322
C003742,0.279948939
C008909,0.283308151
C009082,0.346755883
C005418,0.354990977
C005847,0.381155167
C008892,0.329462702
C010038,0.370935397
C007965,0.280519366
C010332,0.296573138
C006127,0.245935605
C003240,0.334118269
C012123,0.253641067
C009267,0.317696356
C005217,0.218930498
C006279,0.337037845
C008547,0.301421683
C010009,0.225634878
C006969,0.469877316
C001175,0.254347804
C005741,0.312183542
C002182,0.363098994
C003689,0.323603576
C011578,0.339150871
C000100,0.28571607
C011194,0.440094365
C011985,0.194897101
C005963,0.270013618
C005520,0.052129399
C010021,0.499955019
C011885,0.330893544
C008320,0.301502288
C006056,0.262044162
C003824,0.230802688
C011868,0.353796988
C011458,0.273980147
C004418,0.770387402
C006982,0.270097184
C011331,0.391003697
C009191,0.333887895
C006678,0.317834289
C011113,0.259068977
C000671,0.369597988
C012000,0.249822511
C012012,0.456972973
C006474,0.306007387
C010430,0.199452653
C001933,0.313973476
C012071,0.199721637
C011982,0.318292729
C009881,0.22791025
C002446,0.302130796
C010126,0.226925126
C010275,0.168591698
C011785,0.251007881
C011680,0.206062572
C001032,0.215750644
C004425,0.199875537
C010110,0.268353489
C005979,0.225284431
C012081,0.203498516
C004094,0.321769131
C010536,0.250007066
C002882,0.197602498
C012340,0.218363218
C002732,0.262451607
C002156,0.207084794
C011499,0.209659013
C000317,0.250266211
C006324,0.25486186
C005516,0.172929983
C005086,0.260593378
C002864,0.175054265
C002478,0.173985285
C005304,0.194069281
C009858,0.218178748
C007108,0.271193971
C007572,0.14388367
C003799,0.198471773
C007356,0.201128452
C010091,0.12964102
C008652,0.256494112
C009437,0.156871971
C000219,0.145816812
C002600,0.31569065
C001624,0.179267962
C009965,0.141015912
C001577,0.338442661
C005191,0.229930229
C007948,0.145373664
C012106,0.158171782
C010806,0.308434064
C004980,0.185069775
C004111,0.159472992
C005330,0.161978966
C000160,0.140996524
C008944,0.46262844
C009569,0.145404463
C004226,0.190175434
C002249,0.246882395
C012337,0.162534937
C011584,0.185526341
C004965,0.107322425
C011447,0.229439146
C003663,0.105377531
C001990,0.291879005
C007798,0.132400967
C007069,0.130482075
C004855,0.130990021
C008075,0.116065758
C010856,0.164167725
C008675,0.123926073
C005028,0.112092638
C009675,0.125312545
C011902,0.115954351
C010891,0.056971197
C001997,0.263012868
C005454,0.107124656
C009092,0.202262766
C001802,0.301867084
C008793,0.241954941
C000426,0.121630055
C010547,0.273812897
C003375,0.213777881
C008583,0.231473585
C010406,0.226516786
C008727,0.371000544
C002861,0.395776208
C007560,0.376368269
C010990,0.33399093
C003424,0.316248025
C006786,0.357504849
C011910,0.461686914
C010333,0.037180683
C002065,0.616132672
C006717,0.389362299
C004508,0.272825952
C007778,0.438931078
C000667,0.515641486
C005336,0.323194615
C005353,0.364322815
C009667,0.272614028
C003006,0.202663879
C010308,0.37618796
C000286,0.361408312
C004155,0.392982291
C007192,0.295129193
C002540,0.288502928
C011866,0.357803833
C010693,0.3425592
C003423,0.849963665
C003028,0.348293692
C007353,0.343956225
C009655,0.332987235
C002320,0.300405128
C007794,0.329215026
C005803,0.369377527
C011546,0.422021926
C011728,0.500575646
C003631,0.306090187
C010962,0.271611043
C002067,0.194350643
C001520,0.470935705
C008787,0.380878738
C003569,0.198577632
C007487,0.052439238
C007953,0.056066044
